id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr46,ptr28,alpha,ll,model
79,-1.38544638054191,-78.4321496043147,-312.410474166118,-4.51926147979758e-5,267.727197344695,-4.20993515828352,-0.775271936865237,1.96849537409194,0.554036756037332,-0.114732727732977,0.392158534620828,0.999999983024865,0.999999994921065,0.916043533260023,-420.505426729094,ts_ratio_decay_stop
80,-5.17844775076045,-87.1195012612544,-387.866294245477,0.198141384885909,342.143825639186,-4.28981093429516,0.530099361966355,0.87052308777584,0.365436553737388,-0.0733671202136249,0.167693209167979,0.999999998818082,0.99999999582888,0.946782892720216,-526.761209126763,ts_ratio_decay_stop
81,-4.11575970701865,-53.0648896537782,-224.778535077935,0.130138822830398,283.237983966864,-3.894441427088,-2.30899736713878,1.04945955727079,2.64916164271868,-0.0815597054973367,-0.0649443922278378,0.999999987737009,0.999999860363303,0.921567526695058,-380.562938521691,ts_ratio_decay_stop
82,-0.468617785549573,-7.73034762543249,-21.1743902643792,0.0132273563648249,21.5592731964081,-4.54643233110221,-1.41689174137085,1.61930678320374,0.94219820980704,-0.0786072755932438,-0.121486460658115,0.999271031231254,0.999999281120544,0.851460544807718,-445.84944353969,ts_ratio_decay_stop
83,-2.42504975952333,-38.8442031667316,-134.414900367798,0.0510354222612185,201.465701483152,-3.60502664079107,-0.886762962075564,0.883640445926353,1.94854574341507,-0.122253137761789,-0.349685484653581,0.999999988890573,0.999999989238999,0.915818636146604,-424.578801525843,ts_ratio_decay_stop
86,-2.48282642959623,-127.253942938605,-456.99221050903,0.0672573444058035,287.364720645639,-5.42431011090057,0.578859337823773,0.917240730146315,0.139191887019264,-0.0646889630206589,0.395004689349448,0.999999951949113,0.999999828733576,0.995735826466524,-483.949034752915,ts_ratio_decay_stop
87,0.444532421259593,2.19131887364826,0.36126852607007,-0.107926984097562,0.164057426770776,-5.31268490804094,-1.24202962964971,1.36576272309401,0.900545447224775,-0.0380088029764716,0.444455586145758,0.99999999926857,0.999999999255076,0.999999964381408,-533.027198296408,ts_ratio_decay_stop
88,-10.8679457862807,3.2373780079415,-3.38353671011557,1.9385914285613,8.92822003040692,-0.748714938779215,-0.686545009054233,0.595640751254161,0.440516583560793,-0.480724149344788,0.961520951771009,0.917985708257401,0.822220454845826,0.868917775017832,-549.631886272964,ts_ratio_decay_stop
89,-1.84445999738649,-55.5352550954061,-150.648717530929,0.0552407511376355,372.928112735438,-5.04863013781083,2.26746485239805,1.22579687626496,0.911147672515934,-0.0831660696542391,-0.189988058544345,0.996718918120953,0.999999847034592,0.944284114747499,-467.421435076076,ts_ratio_decay_stop
90,-1.46111696701503,-11.805453817636,-42.230356267406,0.134538938065961,34.5336482700176,-3.19962171224306,-0.731395190581849,0.425789363406307,0.55731401805145,-0.025411935147008,0.239963530745913,0.999999990683431,0.999999944349974,0.999999998718885,-610.907269173463,ts_ratio_decay_stop
91,-1.07259178733703,-72.8882034982847,-179.204428808813,0.0203661328250655,381.914198302347,-2.24284918109878,-0.924646499838318,2.32653910800708,0.689469601529358,-0.227292670997999,-0.549052568720955,0.93378158223641,0.950951987716773,0.939331546165839,-399.748721366344,ts_ratio_decay_stop
92,-2.2024669185119,-6.02521651066186,-16.341867685618,0.0177724599407757,10.7769033049504,-1.25939485747562,-0.814129925946626,0.18168467714536,0.533545310127511,-0.138916194596308,0.807566524864604,0.999999638744558,0.999999958885736,0.967143985822457,-536.783104459332,ts_ratio_decay_stop
